chr	start	end	length	abs_summit	pileup	-logp	fold_enrichment	-logq	name
22	19930870	19930915	46	19930884	12.2	11.42963	7.36412	7.3406	rna_meth_peak_15825
22	20091371	20091406	36	20091372	14.07	7.38305	4.43164	3.97423	rna_meth_peak_15826
22	20117675	20117768	94	20117698	35.65	10.19102	3.44209	6.31133	rna_meth_peak_15827
22	20118863	20118910	48	20118900	25.33	8.20118	3.52021	4.65707	rna_meth_peak_15828
22	20119204	20119301	98	20119288	29.08	10.99301	4.09083	6.97734	rna_meth_peak_15829
22	20122512	20122575	64	20122565	34.71	9.05174	3.2024	5.35758	rna_meth_peak_15830
22	20125149	20125246	98	20125232	29.08	11.82698	4.38031	7.67389	rna_meth_peak_15831
22	20125488	20125593	106	20125586	24.39	8.46899	3.71678	4.87695	rna_meth_peak_15832
22	20126152	20126203	52	20126176	26.27	14.62367	5.97489	10.01764	rna_meth_peak_15833
22	20126482	20126527	46	20126518	30.02	12.41884	4.47005	8.17114	rna_meth_peak_15834
22	20126832	20126878	47	20126863	30.96	11.06455	4.13352	7.03783	rna_meth_peak_15835
22	20200996	20201041	46	20201009	11.26	12.10776	7.95994	7.90515	rna_meth_peak_15836
22	20315531	20315617	87	20315538	20.64	8.33206	4.152	4.76611	rna_meth_peak_15837
22	20315991	20316026	36	20316013	15.95	7.59581	4.62589	4.15105	rna_meth_peak_15838
22	20316303	20316364	62	20316348	15.95	8.18428	4.96755	4.64317	rna_meth_peak_15839
22	20319810	20319870	61	20319860	27.21	10.90973	4.28687	6.90947	rna_meth_peak_15840
22	20507762	20507845	84	20507791	17.83	13.73028	7.83098	9.26112	rna_meth_peak_15841
22	20713496	20713540	45	20713514	16.89	10.92115	6.372	6.91793	rna_meth_peak_15842
22	20717563	20717606	44	20717585	15.95	12.60817	7.74647	8.32933	rna_meth_peak_15843
22	20717906	20717945	40	20717929	16.89	15.42276	9.2394	10.68365	rna_meth_peak_15844
22	20718544	20718638	95	20718605	15.95	11.37397	6.94642	7.29499	rna_meth_peak_15845
22	20721133	20721247	115	20721157	13.13	10.90922	6.79553	6.90906	rna_meth_peak_15846
22	20721523	20721565	43	20721536	12.2	8.44271	5.4894	4.85648	rna_meth_peak_15847
22	20727094	20727210	117	20727157	11.26	7.71821	5.25657	4.25105	rna_meth_peak_15848
22	20727652	20727689	38	20727676	15.01	8.45884	4.84597	4.86961	rna_meth_peak_15849
22	20727960	20728022	63	20727978	13.13	11.10083	6.91521	7.06615	rna_meth_peak_15850
22	20733904	20734003	100	20733924	16.89	9.74833	5.66059	5.93793	rna_meth_peak_15851
22	20734221	20734372	152	20734303	17.83	11.95018	6.72345	7.77179	rna_meth_peak_15852
22	20734586	20734718	133	20734694	15.95	15.23427	9.43934	10.53223	rna_meth_peak_15853
22	20742060	20742169	110	20742128	14.07	12.52288	7.53645	8.25458	rna_meth_peak_15854
22	20742454	20742533	80	20742514	17.83	15.40686	8.89682	10.67129	rna_meth_peak_15855
22	20742786	20742911	126	20742810	12.2	11.42963	7.36412	7.3406	rna_meth_peak_15856
22	20744472	20744551	80	20744524	15.01	18.78783	10.90673	13.54575	rna_meth_peak_15857
22	20744804	20744864	61	20744832	12.2	15.7074	9.70331	10.92685	rna_meth_peak_15858
22	20747450	20747520	71	20747470	11.26	9.04174	6.10474	5.34783	rna_meth_peak_15859
22	20747751	20747813	63	20747766	13.13	11.94512	7.43931	7.76768	rna_meth_peak_15860
22	20749747	20749836	90	20749809	13.13	13.52647	8.39353	9.1005	rna_meth_peak_15861
22	20750081	20750151	71	20750138	10.32	10.24372	7.05391	6.34855	rna_meth_peak_15862
22	20751141	20751199	59	20751183	11.26	9.21692	6.21618	5.49658	rna_meth_peak_15863
22	20751463	20751525	63	20751498	15.01	12.22861	7.08455	8.00444	rna_meth_peak_15864
22	20751834	20751914	81	20751857	10.32	9.68723	6.72216	5.89038	rna_meth_peak_15865
22	20761171	20761216	46	20761194	12.2	12.59526	8.06041	8.32019	rna_meth_peak_15866
22	20764982	20765029	48	20765004	21.58	13.38684	6.48061	8.98384	rna_meth_peak_15867
22	20765748	20765843	96	20765769	13.13	10.37328	6.4601	6.45385	rna_meth_peak_15868
22	20796321	20796360	40	20796341	22.52	16.75198	8.08687	11.81976	rna_meth_peak_15869
22	20798422	20798508	87	20798484	15.95	12.41538	7.62108	8.16825	rna_meth_peak_15870
22	20801841	20801938	98	20801870	16.89	15.6976	9.41446	10.92103	rna_meth_peak_15871
22	20802158	20802210	53	20802205	10.32	8.28858	5.84717	4.7312	rna_meth_peak_15872
22	20803070	20803151	82	20803119	10.32	7.96303	5.63751	4.46341	rna_meth_peak_15873
22	20803370	20803479	110	20803392	17.83	16.42774	9.54648	11.53843	rna_meth_peak_15874
22	20804134	20804220	87	20804190	10.32	10.43705	7.16645	6.51094	rna_meth_peak_15875
22	20804480	20804531	52	20804504	13.13	15.56804	9.53501	10.8125	rna_meth_peak_15876
22	20804825	20804908	84	20804841	13.13	9.30518	5.79291	5.57067	rna_meth_peak_15877
22	20805195	20805259	65	20805216	16.89	13.36059	7.91481	8.96131	rna_meth_peak_15878
22	20807224	20807284	61	20807249	11.26	11.78581	7.77812	7.63808	rna_meth_peak_15879
22	20807530	20807570	41	20807542	12.2	13.14075	8.37342	8.77861	rna_meth_peak_15880
22	20810797	20810873	77	20810846	12.2	17.52149	10.48007	12.46412	rna_meth_peak_15881
22	20811142	20811186	45	20811161	8.44	10.53765	7.33209	6.59248	rna_meth_peak_15882
22	20813208	20813319	112	20813222	12.2	9.45864	6.13221	5.69486	rna_meth_peak_15883
22	20813526	20813662	137	20813633	13.13	10.37328	6.4601	6.45385	rna_meth_peak_15884
22	20818675	20818710	36	20818696	11.26	15.28299	9.51732	10.56662	rna_meth_peak_15885
22	20819576	20819620	45	20819596	15.01	12.04751	6.97347	7.85681	rna_meth_peak_15886
22	20819899	20820029	131	20820010	12.2	8.99599	5.83916	5.31728	rna_meth_peak_15887
22	20820365	20820441	77	20820389	14.07	21.38395	12.10869	15.79552	rna_meth_peak_15888
22	20824168	20824251	84	20824231	14.07	20.5874	11.80151	15.10338	rna_meth_peak_15889
22	20834402	20834445	44	20834434	11.26	14.62742	9.23344	10.02109	rna_meth_peak_15890
22	20834730	20834765	36	20834749	8.44	10.53765	7.33209	6.59248	rna_meth_peak_15891
22	20838469	20838559	91	20838548	9.38	10.3752	7.24995	6.45385	rna_meth_peak_15892
22	21482879	21482916	38	21482907	13.13	12.89232	8.0165	8.5659	rna_meth_peak_15893
22	21484222	21484281	60	21484274	9.38	7.68787	5.66823	4.22862	rna_meth_peak_15894
22	21486649	21486710	62	21486677	9.38	6.12891	4.64557	2.94333	rna_meth_peak_15895
22	21487735	21487836	102	21487757	21.58	14.44518	7.06459	9.86487	rna_meth_peak_15896
22	21488058	21488186	129	21488074	22.52	13.26512	6.17558	8.87739	rna_meth_peak_15897
22	21488422	21488544	123	21488443	17.83	10.55769	5.89038	6.60693	rna_meth_peak_15898
22	21492207	21492250	44	21492220	14.07	11.2266	6.73378	7.16982	rna_meth_peak_15899
22	21567882	21567936	55	21567912	28.15	21.58382	8.91854	15.96798	rna_meth_peak_15900
22	21593041	21593113	73	21593068	17.83	9.51807	5.29406	5.7436	rna_meth_peak_15901
22	21687088	21687123	36	21687116	11.26	8.6007	5.82287	4.99172	rna_meth_peak_15902
22	21760640	21760681	42	21760661	17.83	8.42608	4.69515	4.84778	rna_meth_peak_15903
22	21760765	21761043	279	21760933	23.45	13.53823	6.08813	9.11181	rna_meth_peak_15904
22	21761164	21761232	69	21761228	15.01	6.91548	4.00758	3.60145	rna_meth_peak_15905
22	21761328	21761366	39	21761345	22.52	12.68744	5.88092	8.3919	rna_meth_peak_15906
22	21761541	21761640	100	21761555	27.21	16.30756	6.54165	11.43898	rna_meth_peak_15907
22	21762208	21762286	79	21762221	27.21	9.84321	3.90254	6.02165	rna_meth_peak_15908
22	21769050	21769139	90	21769083	15.95	10.22413	6.21308	6.33261	rna_meth_peak_15909
22	21772767	21772804	38	21772789	17.83	10.55769	5.89038	6.60693	rna_meth_peak_15910
22	21788109	21788155	47	21788123	15.01	9.84673	5.64566	6.02312	rna_meth_peak_15911
22	21807923	21807970	48	21807949	18.76	10.39254	5.55789	6.4691	rna_meth_peak_15912
22	21965154	21965189	36	21965186	12.2	6.96811	4.57196	3.63283	rna_meth_peak_15913
22	21965493	21965541	49	21965520	19.7	13.77379	7.24456	9.29851	rna_meth_peak_15914
22	21968481	21968524	44	21968490	13.13	10.20629	6.35553	6.31989	rna_meth_peak_15915
22	21970428	21970476	49	21970450	12.2	8.7111	5.65888	5.06925	rna_meth_peak_15916
22	21972469	21972537	69	21972526	15.01	13.09768	7.61852	8.7443	rna_meth_peak_15917
22	21972820	21972856	37	21972827	11.26	8.9231	6.02907	5.25437	rna_meth_peak_15918
22	21982578	21982618	41	21982592	15.01	10.22413	5.86917	6.33261	rna_meth_peak_15919
22	22117737	22117783	47	22117760	24.39	18.49883	8.46434	13.30003	rna_meth_peak_15920
22	23260833	23260879	47	23260859	12.2	10.44397	6.75359	6.51492	rna_meth_peak_15921
22	23290200	23290235	36	23290225	11.26	10.77994	7.1871	6.7941	rna_meth_peak_15922
22	23291086	23291121	36	23291112	15.01	15.9306	9.32829	11.12176	rna_meth_peak_15923
22	23705274	23705330	57	23705308	9.38	13.59764	8.64119	9.15628	rna_meth_peak_15924
22	23714413	23714490	78	23714484	8.44	7.31075	5.60792	3.91163	rna_meth_peak_15925
22	23767698	23767769	72	23767715	24.39	12.68914	5.47735	8.39291	rna_meth_peak_15926
22	23791661	23791702	42	23791685	15.95	7.83967	4.76639	4.35828	rna_meth_peak_15927
22	23791934	23792050	117	23791997	22.52	13.9752	6.54694	9.46751	rna_meth_peak_15928
22	23793404	23793502	99	23793413	23.45	11.58869	5.15489	7.4746	rna_meth_peak_15929
22	23793758	23793832	75	23793777	20.64	9.28736	4.59648	5.55677	rna_meth_peak_15930
22	23800811	23800903	93	23800892	25.33	10.77828	4.49338	6.79288	rna_meth_peak_15931
22	23803130	23803248	119	23803151	27.21	19.7875	8.26717	14.41093	rna_meth_peak_15932
22	23803477	23803582	106	23803535	18.76	11.37818	6.11505	7.29834	rna_meth_peak_15933
22	23816602	23816760	159	23816677	17.83	11.67304	6.5549	7.54608	rna_meth_peak_15934
22	23816944	23817099	156	23817074	20.64	14.14803	7.17515	9.61931	rna_meth_peak_15935
22	23825426	23825572	147	23825456	22.52	12.40904	5.74136	8.16493	rna_meth_peak_15936
22	23833421	23833535	115	23833519	21.58	11.93097	5.71317	7.7588	rna_meth_peak_15937
22	23894597	23894738	142	23894706	64.74	12.76702	2.81884	8.46295	rna_meth_peak_15938
22	23894947	23895042	96	23895002	65.67	17.15572	3.44388	12.1613	rna_meth_peak_15939
22	24043105	24043144	40	24043112	9.38	8.47853	6.16504	4.88306	rna_meth_peak_15940
22	24061788	24061850	63	24061821	7.51	10.24733	7.07851	6.34855	rna_meth_peak_15941
22	24063149	24063213	65	24063150	8.44	10.09131	7.13273	6.22631	rna_meth_peak_15942
22	24064223	24064281	59	24064248	7.51	9.04138	6.60368	5.34783	rna_meth_peak_15943
22	24066885	24066970	86	24066950	12.2	14.70702	9.21544	10.08286	rna_meth_peak_15944
22	24076048	24076094	47	24076061	6.57	6.94477	5.56423	3.62015	rna_meth_peak_15945
22	24083084	24083119	36	24083096	10.32	9.23763	6.44654	5.51369	rna_meth_peak_15946
22	24084465	24084593	129	24084581	10.32	8.83155	6.19263	5.17604	rna_meth_peak_15947
22	24084900	24084966	67	24084947	9.38	6.52178	4.90639	3.2717	rna_meth_peak_15948
22	24134192	24134231	40	24134208	9.38	8.47853	6.16504	4.88306	rna_meth_peak_15949
22	24328705	24328740	36	24328717	15.95	10.91534	6.65199	6.91283	rna_meth_peak_15950
22	24556171	24556232	62	24556198	30.02	13.70309	4.93041	9.24201	rna_meth_peak_15951
22	24557841	24557956	116	24557876	26.27	10.14513	4.12173	6.27431	rna_meth_peak_15952
22	24647204	24647239	36	24647227	12.2	14.79902	9.26201	10.16529	rna_meth_peak_15953
22	25060495	25060532	38	25060524	10.32	9.45645	6.58146	5.69464	rna_meth_peak_15954
22	25663493	25663528	36	25663506	7.51	10.24992	7.07942	6.34855	rna_meth_peak_15955
22	26887327	26887402	76	26887345	19.7	13.19086	6.90068	8.81844	rna_meth_peak_15956
22	27221306	27221341	36	27221324	14.07	14.24604	8.58365	9.69785	rna_meth_peak_15957
22	27853781	27853816	36	27853809	18.76	9.19679	4.91149	5.4794	rna_meth_peak_15958
22	27858234	27858327	94	27858267	14.07	8.79131	5.24822	5.14041	rna_meth_peak_15959
22	27859978	27860061	84	27860031	15.01	9.84673	5.64566	6.02312	rna_meth_peak_15960
22	27873608	27873643	36	27873634	13.13	9.30518	5.79291	5.57067	rna_meth_peak_15961
22	27894392	27894460	69	27894448	11.26	9.78769	6.57635	5.97217	rna_meth_peak_15962
22	27896385	27896459	75	27896406	15.95	12.41538	7.62108	8.16825	rna_meth_peak_15963
22	27919014	27919071	58	27919045	16.89	7.99549	4.65335	4.4828	rna_meth_peak_15964
22	28687944	28688034	91	28687954	6.57	8.64976	6.29853	5.02284	rna_meth_peak_15965
22	28688088	28688125	38	28688115	7.51	10.24992	7.07942	6.34855	rna_meth_peak_15966
22	28688972	28689018	47	28688984	11.26	15.28299	9.51732	10.56662	rna_meth_peak_15967
22	28694954	28695055	102	28695023	10.32	13.32548	8.64395	8.92961	rna_meth_peak_15968
22	28787533	28787664	132	28787554	17.83	11.40748	6.39459	7.32493	rna_meth_peak_15969
22	28788058	28788137	80	28788134	15.95	6.9063	4.23732	3.59419	rna_meth_peak_15970
22	28788282	28788318	37	28788283	19.7	6.46191	3.45034	3.22076	rna_meth_peak_15971
22	28788543	28788580	38	28788562	21.58	11.73046	5.61094	7.59383	rna_meth_peak_15972
22	28789000	28789068	69	28789008	15.01	6.9063	4.00277	3.59419	rna_meth_peak_15973
22	28987258	28987317	60	28987282	7.51	10.01318	6.99469	6.16319	rna_meth_peak_15974
22	29094474	29094560	87	29094553	10.32	9.02965	6.31703	5.34332	rna_meth_peak_15975
22	29125502	29125560	59	29125506	8.44	7.12424	5.49054	3.75675	rna_meth_peak_15976
22	29268453	29268516	64	29268488	27.21	16.91191	6.82662	11.95613	rna_meth_peak_15977
22	29272553	29272594	42	29272579	22.52	13.85233	6.48198	9.36778	rna_meth_peak_15978
22	29273931	29274016	86	29273952	20.64	7.61879	3.8342	4.17063	rna_meth_peak_15979
22	29287149	29287235	87	29287158	30.96	7.02373	2.88451	3.68133	rna_meth_peak_15980
22	29289318	29289365	48	29289340	21.58	7.73977	3.76307	4.26993	rna_meth_peak_15981
22	29292311	29292348	38	29292322	27.21	10.78379	4.24047	6.79746	rna_meth_peak_15982
22	29292667	29292764	98	29292756	22.52	11.11094	5.11231	7.07511	rna_meth_peak_15983
22	29296080	29296177	98	29296099	26.27	13.35397	5.41145	8.95667	rna_meth_peak_15984
22	29296421	29296526	106	29296463	25.33	12.62969	5.27046	8.34422	rna_meth_peak_15985
22	29297671	29297776	106	29297719	21.58	11.38301	5.43587	7.30286	rna_meth_peak_15986
22	29298008	29298104	97	29298056	23.45	13.164	5.90297	8.79888	rna_meth_peak_15987
22	29298636	29298713	78	29298701	22.52	8.4583	3.94045	4.86961	rna_meth_peak_15988
22	29299443	29299488	46	29299475	42.22	8.4466	2.68106	4.8595	rna_meth_peak_15989
22	29299967	29300013	47	29299991	46.91	10.27798	2.95228	6.37406	rna_meth_peak_15990
22	29328933	29328976	44	29328964	22.52	9.1889	4.24795	5.47262	rna_meth_peak_15991
22	29331632	29331701	70	29331684	24.39	10.52006	4.528	6.57839	rna_meth_peak_15992
22	29332015	29332052	38	29332044	20.64	8.45975	4.21016	4.87018	rna_meth_peak_15993
22	29340550	29340643	94	29340628	13.13	8.54236	5.3218	4.94188	rna_meth_peak_15994
22	29341363	29341460	98	29341388	16.89	8.07491	4.69734	4.55021	rna_meth_peak_15995
22	29342136	29342174	39	29342158	16.89	9.43209	5.47352	5.67859	rna_meth_peak_15996
22	29349061	29349190	130	29349140	13.13	8.31255	5.18134	4.74967	rna_meth_peak_15997
22	29349420	29349506	87	29349439	15.01	10.91534	6.28379	6.91283	rna_meth_peak_15998
22	29349894	29349970	77	29349921	12.2	9.29934	6.03131	5.56675	rna_meth_peak_15999
22	29351019	29351094	76	29351074	14.07	11.85495	7.12329	7.69733	rna_meth_peak_16000
22	29351374	29351414	41	29351399	16.89	10.3174	6.00251	6.40971	rna_meth_peak_16001
22	29354543	29354578	36	29354550	15.95	7.51711	4.58089	4.08876	rna_meth_peak_16002
22	29354874	29354913	40	29354888	21.58	12.79282	6.16224	8.48581	rna_meth_peak_16003
22	29388300	29388393	94	29388328	17.83	9.42343	5.241	5.67096	rna_meth_peak_16004
22	29422966	29423004	39	29422998	10.32	9.23763	6.44654	5.51369	rna_meth_peak_16005
22	29519846	29519893	48	29519861	10.32	12.18396	8.10897	7.97006	rna_meth_peak_16006
22	29520173	29520257	85	29520194	8.44	9.33501	6.76485	5.59223	rna_meth_peak_16007
22	29520857	29520892	36	29520884	9.38	11.13867	7.63377	7.0972	rna_meth_peak_16008
22	29525678	29525755	78	29525709	10.32	12.62498	8.32362	8.33998	rna_meth_peak_16009
22	29528277	29528323	47	29528289	13.13	9.7357	6.06119	5.92667	rna_meth_peak_16010
22	29542707	29542778	72	29542768	10.32	8.07401	5.70916	4.54978	rna_meth_peak_16011
22	29548915	29548977	63	29548946	16.89	9.33048	5.41388	5.59131	rna_meth_peak_16012
22	29560601	29560648	48	29560620	15.95	11.7011	7.15763	7.56822	rna_meth_peak_16013
22	29560939	29560983	45	29560963	19.7	13.71264	7.20823	9.25065	rna_meth_peak_16014
22	29569020	29569081	62	29569047	16.89	15.15884	9.07072	10.47315	rna_meth_peak_16015
22	29569409	29569444	36	29569428	16.89	14.6607	8.75121	10.0515	rna_meth_peak_16016
22	29570275	29570363	89	29570343	23.45	16.20111	7.48311	11.3544	rna_meth_peak_16017
22	29580874	29580937	64	29580904	15.95	9.31879	5.64976	5.58109	rna_meth_peak_16018
22	29603754	29603905	152	29603823	21.58	6.40804	3.22549	3.17608	rna_meth_peak_16019
22	29636607	29636707	101	29636690	14.07	14.54926	8.76331	9.95146	rna_meth_peak_16020
22	29636924	29637029	106	29636941	10.32	9.23763	6.44654	5.51369	rna_meth_peak_16021
22	29638986	29639021	36	29639007	11.26	11.78581	7.77812	7.63808	rna_meth_peak_16022
22	29639318	29639362	45	29639340	15.95	18.78783	11.54583	13.54575	rna_meth_peak_16023
22	29642382	29642433	52	29642395	10.32	7.99793	5.66006	4.4828	rna_meth_peak_16024
22	29654490	29654525	36	29654509	11.26	11.78581	7.77812	7.63808	rna_meth_peak_16025
22	29654837	29654874	38	29654869	10.32	10.75942	7.35073	6.77771	rna_meth_peak_16026
22	29655760	29655842	83	29655813	13.13	15.31046	9.39807	10.58965	rna_meth_peak_16027
22	29661434	29661469	36	29661449	13.13	8.66151	5.39492	5.03221	rna_meth_peak_16028
22	29665176	29665216	41	29665197	13.13	10.90922	6.79553	6.90906	rna_meth_peak_16029
22	29668529	29668599	71	29668560	18.76	9.45268	5.04695	5.69339	rna_meth_peak_16030
22	29767613	29767701	89	29767628	23.45	7.68527	3.52375	4.22862	rna_meth_peak_16031
22	29838015	29838050	36	29838030	11.26	11.48424	7.60441	7.38741	rna_meth_peak_16032
22	30000055	30000090	36	30000080	14.07	11.29696	6.77738	7.23161	rna_meth_peak_16033
22	30003099	30003135	37	30003123	10.32	9.93125	6.869	6.09612	rna_meth_peak_16034
22	30008103	30008176	74	30008137	7.51	8.64601	6.42413	5.02284	rna_meth_peak_16035
22	30027355	30027436	82	30027420	16.89	11.51915	6.74388	7.41638	rna_meth_peak_16036
22	30137442	30137540	99	30137457	12.2	15.7074	9.70331	10.92685	rna_meth_peak_16037
22	30332664	30332718	55	30332697	12.2	8.31418	5.4084	4.74999	rna_meth_peak_16038
22	30580828	30580863	36	30580840	23.45	9.21375	4.12503	5.49556	rna_meth_peak_16039
22	30581205	30581240	36	30581227	26.27	11.35562	4.58587	7.28071	rna_meth_peak_16040
22	30584466	30584604	139	30584544	17.83	8.44714	4.70642	4.8595	rna_meth_peak_16041
22	30584771	30584866	96	30584795	16.89	7.91724	4.61017	4.42672	rna_meth_peak_16042
22	30587893	30587964	72	30587961	14.07	6.96182	4.19624	3.62676	rna_meth_peak_16043
22	30589038	30589086	49	30589059	15.95	12.10126	7.41698	7.90192	rna_meth_peak_16044
22	30591663	30591733	71	30591710	19.7	15.61388	8.36109	10.85038	rna_meth_peak_16045
22	30939799	30939858	60	30939804	14.07	9.13477	5.45329	5.42869	rna_meth_peak_16046
22	31067480	31067516	37	31067498	22.52	14.09999	6.61322	9.57957	rna_meth_peak_16047
22	31399788	31399880	93	31399829	18.76	11.86941	6.40021	7.71043	rna_meth_peak_16048
22	31400800	31400835	36	31400819	13.13	8.31255	5.18134	4.74967	rna_meth_peak_16049
22	31402870	31403011	142	31402960	15.95	11.06422	6.74732	7.03768	rna_meth_peak_16050
22	31403222	31403357	136	31403322	13.13	8.66151	5.39492	5.03221	rna_meth_peak_16051
22	31410862	31410905	44	31410890	15.01	17.38907	10.15932	12.35395	rna_meth_peak_16052
22	31411184	31411253	70	31411221	15.01	16.9825	9.93243	12.0097	rna_meth_peak_16053
22	31420180	31420253	74	31420240	17.83	15.40686	8.89682	10.67129	rna_meth_peak_16054
22	31420467	31420584	118	31420490	15.95	13.01329	8.01005	8.66814	rna_meth_peak_16055
22	31423482	31423581	100	31423556	15.01	14.68904	8.58964	10.06925	rna_meth_peak_16056
22	31426533	31426585	53	31426558	17.83	11.95018	6.72345	7.77179	rna_meth_peak_16057
22	31426891	31426951	61	31426920	30.02	18.7966	7.01859	13.55273	rna_meth_peak_16058
22	31427237	31427283	47	31427256	16.89	9.74833	5.66059	5.93793	rna_meth_peak_16059
22	31589304	31589383	80	31589309	7.51	7.68801	5.93962	4.22862	rna_meth_peak_16060
22	32039544	32039585	42	32039566	27.21	22.42709	9.7	16.69763	rna_meth_peak_16061
22	32039831	32039872	42	32039852	27.21	22.64367	9.82158	16.88824	rna_meth_peak_16062
22	32392085	32392129	45	32392103	15.95	6.72621	4.13801	3.44041	rna_meth_peak_16063
22	32393737	32393811	75	32393750	15.01	9.05529	5.18494	5.35955	rna_meth_peak_16064
22	32394929	32394964	36	32394952	19.7	10.20056	5.23837	6.31623	rna_meth_peak_16065
22	32395219	32395353	135	32395235	17.83	8.39464	4.67835	4.82315	rna_meth_peak_16066
22	32396273	32396343	71	32396318	15.01	6.46845	3.7762	3.22468	rna_meth_peak_16067
22	32398145	32398180	36	32398158	22.52	8.87441	4.11418	5.21076	rna_meth_peak_16068
22	32401594	32401687	94	32401660	18.76	9.81161	5.23962	5.99138	rna_meth_peak_16069
22	32406496	32406576	81	32406531	15.95	13.22648	8.14869	8.84483	rna_meth_peak_16070
22	32406831	32406906	76	32406863	15.01	13.44739	7.83321	9.03378	rna_meth_peak_16071
22	32408010	32408063	54	32408033	17.83	20.84527	12.22446	15.32303	rna_meth_peak_16072
22	32408590	32408653	64	32408605	12.2	10.34566	6.69194	6.43217	rna_meth_peak_16073
22	32408928	32408986	59	32408940	12.2	13.86568	8.77427	9.37564	rna_meth_peak_16074
22	32411905	32412072	168	32412054	18.76	17.49717	9.88193	12.44479	rna_meth_peak_16075
22	32484902	32485031	130	32484919	15.95	15.26432	9.4583	10.55459	rna_meth_peak_16076
22	32485249	32485368	120	32485353	12.2	12.21393	7.8364	7.99332	rna_meth_peak_16077
22	32487610	32487648	39	32487627	12.2	13.24327	8.43119	8.85815	rna_meth_peak_16078
22	32487913	32487977	65	32487936	14.07	16.18464	9.69692	11.3398	rna_meth_peak_16079
22	32490915	32491017	103	32490948	11.26	11.20074	7.4383	7.14902	rna_meth_peak_16080
22	32491259	32491330	72	32491271	12.2	12.81295	8.18642	8.49778	rna_meth_peak_16081
22	35286174	35286214	41	35286188	14.07	12.26021	7.37421	8.03082	rna_meth_peak_16082
22	35400318	35400388	71	35400333	22.52	13.61216	6.35584	9.16908	rna_meth_peak_16083
22	35400632	35400753	122	35400658	20.64	13.17781	6.62186	8.80714	rna_meth_peak_16084
22	35403056	35403114	59	35403103	24.39	12.50613	5.39359	8.24156	rna_meth_peak_16085
22	35403342	35403394	53	35403360	22.52	10.9429	5.03352	6.93513	rna_meth_peak_16086
22	35406389	35406531	143	35406505	20.64	20.3699	10.97375	14.91185	rna_meth_peak_16087
22	35406718	35406876	159	35406738	16.89	15.15884	9.07072	10.47315	rna_meth_peak_16088
22	35408236	35408387	152	35408307	18.76	15.92148	8.88663	11.11409	rna_meth_peak_16089
22	35408581	35408716	136	35408626	15.95	12.80734	7.87606	8.49517	rna_meth_peak_16090
22	35410595	35410692	98	35410663	18.76	15.47945	8.60795	10.73368	rna_meth_peak_16091
22	35410920	35411077	158	35411002	17.83	14.31173	8.19933	9.75029	rna_meth_peak_16092
22	35412394	35412493	100	35412426	18.76	18.29394	10.38236	13.12989	rna_meth_peak_16093
22	35412684	35412844	161	35412814	14.07	12.92778	7.78558	8.5962	rna_meth_peak_16094
22	35413713	35413773	61	35413745	18.76	18.54937	10.54185	13.34361	rna_meth_peak_16095
22	35414050	35414139	90	35414119	14.07	12.52288	7.53645	8.25458	rna_meth_peak_16096
22	35415664	35415786	123	35415686	21.58	20.73334	10.83626	15.22826	rna_meth_peak_16097
22	35416177	35416228	52	35416205	18.76	12.53942	6.79637	8.26966	rna_meth_peak_16098
22	35416498	35416578	81	35416508	18.76	10.0953	5.39407	6.22814	rna_meth_peak_16099
22	35416842	35416972	131	35416874	15.95	8.27419	5.02052	4.71903	rna_meth_peak_16100
22	35417598	35417686	89	35417628	17.83	13.56521	7.72684	9.13309	rna_meth_peak_16101
22	35417916	35418014	99	35417944	17.83	13.51108	7.69274	9.08877	rna_meth_peak_16102
22	35741222	35741277	56	35741271	17.83	7.20312	4.06076	3.82443	rna_meth_peak_16103
22	36083118	36083157	40	36083148	11.26	11.3121	7.50386	7.24373	rna_meth_peak_16104
22	36093382	36093419	38	36093394	13.13	11.50625	7.1677	7.40469	rna_meth_peak_16105
22	36190841	36190880	40	36190857	15.95	11.37397	6.94642	7.29499	rna_meth_peak_16106
22	36284272	36284326	55	36284276	39.4	10.75621	3.33257	6.77771	rna_meth_peak_16107
22	36304178	36304216	39	36304203	21.58	10.30225	4.90835	6.39644	rna_meth_peak_16108
22	36305777	36305836	60	36305811	15.01	6.46845	3.7762	3.22468	rna_meth_peak_16109
22	36306599	36306763	165	36306622	23.45	14.19919	6.42196	9.65799	rna_meth_peak_16110
22	36309128	36309222	95	36309166	22.52	17.47608	8.50819	12.42961	rna_meth_peak_16111
22	36309482	36309536	55	36309509	23.45	19.01558	9.08426	13.74147	rna_meth_peak_16112
22	36311899	36312031	133	36312000	18.76	10.0953	5.39407	6.22814	rna_meth_peak_16113
22	36312250	36312381	132	36312297	17.83	9.23864	5.13801	5.51421	rna_meth_peak_16114
22	36313980	36314141	162	36313994	17.83	10.22653	5.69784	6.33459	rna_meth_peak_16115
22	36314323	36314458	136	36314334	17.83	10.44529	5.82477	6.51558	rna_meth_peak_16116
22	36316391	36316475	85	36316466	16.89	9.74833	5.66059	5.93793	rna_meth_peak_16117
22	36318054	36318116	63	36318089	16.89	9.33048	5.41388	5.59131	rna_meth_peak_16118
22	36318383	36318442	60	36318438	15.01	8.36569	4.79374	4.79679	rna_meth_peak_16119
22	36319379	36319414	36	36319392	18.76	11.26092	6.04769	7.20033	rna_meth_peak_16120
22	36319715	36319759	45	36319758	16.89	6.80487	4.01424	3.50509	rna_meth_peak_16121
